job_id,act_calibration,act_equalization,act_equalization_alpha,attn_bit_width,attn_group_size,attn_param_method,attn_quant_config,attn_quant_format,attn_quant_granularity,attn_quant_type,attn_scale_precision,attn_scale_type,awq_clip,awq_scale,bias_corr,bos_preprocessing,calibration_batch_size,checkpoint_name,compile_eval,compile_ptq,config,convert_layernorm_to_rmsnorm,custom_quantizer,custom_trainer,dataset,dataset_eval_split,disable_block_rotation_for_fused,disable_create_weight_orig,dtype,eager_quant_sdpa_class,eval,expansion_step,export_prefix,export_target,few_shot_eval,few_shot_limit,few_shot_override_batch_size,few_shot_tasks,few_shot_zeroshot,fine_tune,gpfq,gptq,gpxq_act_order,gpxq_block_name,gpxq_buffer_device,gpxq_max_accumulator_bit_width,gpxq_max_accumulator_tile_size,gpxq_use_quant_activations,gradient_accumulation_steps,help,input_bit_width,input_group_size,input_narrow_range,input_param_method,input_quant_format,input_quant_granularity,input_quant_type,input_scale_precision,input_scale_type,learned_round,learned_round_fast_update,learned_round_iters,learned_round_lr,learned_round_scale,learned_round_scale_lr,learned_round_scale_momentum,ln_affine_merge,load_checkpoint,logging_steps,magr,magr_alpha,max_steps,model,no_quantize,nsamples,nsamples_rot_calibration,optimize_rotations,optimizer_dtype,per_device_train_batch_size,permute_fn,qronos,qronos_alpha,quant_sdpa,quantize_input_zero_point,quantize_last_layer,quantize_weight_zero_point,replace_rmsnorm,rotation,rotation_block_size,rotation_layers_to_expand,rotation_learning_rate,rotation_mode,rotation_orphan_sink,rotation_sdpa_regions,scale_learning_rate,scale_rounding_func_type,scaling_min_val,seed,seqlen,svd_quant,svd_quant_iters,svd_quant_rank,weight_bit_width,weight_equalization,weight_group_dim,weight_group_size,weight_narrow_range,weight_param_method,weight_quant_format,weight_quant_granularity,weight_quant_rescaling_init,weight_quant_type,weight_scale_precision,elapsed_time,status,retry_number,brevitas_version,torch_version,float_ppl,quant_ppl,hellaswag_lm_eval:0_acc,winogrande:0_acc,arc:challenge:0_acc,all_acc_stderr,hellaswag_lm_eval:0_acc_stderr,winogrande:0_acc_stderr,arc:challenge:0_acc_stderr,arc:easy:0_acc,arc:_average:0_acc_stderr,arc:easy:0_acc_stderr,all_acc,arc:_average:0_acc
a94def17a4482022b7313806233073a1,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale_rotation,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,False,False,10,False,0.01,100,meta-llama/Llama-3.2-1B-Instruct,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,fused_no_fx,32,[],1.5,had,True,False,0.001,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,882.8859477043152,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,12.016705513000488,13.544933319091797,0.41963752240589525,0.5666929755327546,0.31143344709897613,0.010565613651717577,0.004924910433106354,0.013926915052757352,0.01353247209985095,0.63510101010101,0.0117053145605033,0.009878157021155649,0.48321623878465897,0.4732672285999931
3ad438e641055b7e019c64bb8eaddd77,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale_rotation,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,False,False,10,False,0.01,200,meta-llama/Llama-3.2-1B,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,fused_no_fx,32,[],1.5,had,True,False,0.007,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,1181.5255951881409,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,8.943058967590332,11.111516952514648,0.429097789285003,0.5595895816890292,0.3191126279863481,0.010627673122774458,0.004939358145561319,0.0139523303119156,0.0136216961191733,0.6123737373737373,0.011809502016810455,0.009997307914447612,0.4800434340835294,0.4657431826800427
c677514f70187cd98014702207e6ecb8,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale_rotation,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,False,False,10,False,0.01,100,meta-llama/Llama-3.2-3B-Instruct,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,fused_no_fx,32,[],1.5,had,True,False,0.01,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,78.71083188056946,crashed,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,10.024,,,,,,,,,,,,,
5213f4e3871af3f370bbf9151c76c39f,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale_rotation,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,False,False,10,False,0.01,200,meta-llama/Llama-3.2-3B,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,fused_no_fx,32,[],1.5,had,True,False,0.1,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,76.34360551834106,crashed,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,7.174,,,,,,,,,,,,,
028b6e71ba0ec2c551f3d210a507dd07,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale_rotation,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,False,False,10,False,0.01,100,meta-llama/Llama-3.2-1B,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,fused_no_fx,32,[],1.5,had,True,False,0.01,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,884.8099343776703,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,8.943058967590332,11.334554672241211,0.42730531766580365,0.5445935280189423,0.27986348122866894,0.010529062249665488,0.004936762568217078,0.013996485037729793,0.01311904089772592,0.5972222222222222,0.01159150069635754,0.010063960494989161,0.4622461372839093,0.4385428517254456
f866084fffa58b41e01233f524cfe8de,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale_rotation,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,False,False,10,False,0.01,200,meta-llama/Llama-3.2-1B,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,fused_no_fx,32,[],1.5,had,True,False,0.1,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,1187.741040468216,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,8.943058967590332,13.992612838745117,0.3670583549093806,0.5367008681925809,0.26791808873720135,0.010491000175551804,0.004810175357871106,0.01401457845884326,0.01294203019513643,0.5551346801346801,0.011569623442746424,0.010197216690356416,0.43170299799346074,0.41152638443594075
62c247787a567232c8321c79f11e99a5,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale_rotation,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,False,False,10,False,0.01,100,meta-llama/Llama-3.2-1B,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,fused_no_fx,32,[],1.5,had,True,False,0.1,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,886.4425609111786,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,8.943058967590332,12.618589401245117,0.3935471021708823,0.5438042620363063,0.28071672354948807,0.010545959879825333,0.004875379352079818,0.013998453610924324,0.013131238126975595,0.5627104377104377,0.011655003278148597,0.010178768429321599,0.44519463136677856,0.4217135806299629
f88eff64b1090d8f205a2ae05fb09df4,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale_rotation,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,False,False,10,False,0.01,100,meta-llama/Llama-3.2-1B,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,fused_no_fx,32,[],1.5,had,True,False,0.02,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,860.7160267829895,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,8.943058967590332,11.087488174438477,0.429097789285003,0.5651144435674822,0.2901023890784983,0.010551123145444728,0.004939358145561318,0.013932814110418032,0.013261573677520778,0.5955387205387206,0.011666160162899782,0.010070746648278785,0.469963335617426,0.44282055480860943
6a28afe2047226ac1f615f15338ea0f9,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale_rotation,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,False,False,10,False,0.01,100,meta-llama/Llama-3.2-1B-Instruct,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,fused_no_fx,32,[],1.5,had,True,False,0.5,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,901.917965888977,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,12.016705513000488,66.30595397949219,0.2755427205735909,0.5067087608524072,0.19027303754266212,0.009916386998431576,0.0044587423562378915,0.014051220692330349,0.01147042417922571,0.335016835016835,0.010577792472579034,0.009685160765932357,0.3268853384963738,0.26264493627974855
4527e7c5dac80bf3f776bde73cb21a2a,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale_rotation,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,False,False,10,False,0.01,200,meta-llama/Llama-3.2-3B,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,fused_no_fx,32,[],1.5,had,True,False,0.01,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,78.08149361610413,crashed,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,7.174,,,,,,,,,,,,,
