job_id,act_calibration,act_equalization,act_equalization_alpha,attn_bit_width,attn_group_size,attn_param_method,attn_quant_config,attn_quant_format,attn_quant_granularity,attn_quant_type,attn_scale_precision,attn_scale_type,awq_clip,awq_scale,bias_corr,bos_preprocessing,calibration_batch_size,checkpoint_name,compile_eval,compile_ptq,config,convert_layernorm_to_rmsnorm,custom_quantizer,custom_trainer,dataset,dataset_eval_split,disable_block_rotation_for_fused,disable_create_weight_orig,dtype,eager_quant_sdpa_class,eval,expansion_step,export_prefix,export_target,few_shot_eval,few_shot_limit,few_shot_override_batch_size,few_shot_tasks,few_shot_zeroshot,fine_tune,gpfq,gptq,gpxq_act_order,gpxq_block_name,gpxq_buffer_device,gpxq_max_accumulator_bit_width,gpxq_max_accumulator_tile_size,gpxq_use_quant_activations,gradient_accumulation_steps,help,input_bit_width,input_group_size,input_narrow_range,input_param_method,input_quant_format,input_quant_granularity,input_quant_type,input_scale_precision,input_scale_type,learned_round,learned_round_fast_update,learned_round_iters,learned_round_lr,learned_round_scale,learned_round_scale_lr,learned_round_scale_momentum,learning_rate,ln_affine_merge,load_checkpoint,logging_steps,magr,magr_alpha,max_steps,model,no_quantize,nsamples,nsamples_rot_calibration,optimize_rotations,optimizer_dtype,per_device_train_batch_size,permute_fn,qronos,qronos_alpha,quant_sdpa,quantize_input_zero_point,quantize_last_layer,quantize_weight_zero_point,replace_rmsnorm,rotation,rotation_block_size,rotation_layers_to_expand,rotation_mode,rotation_orphan_sink,rotation_sdpa_regions,scale_rounding_func_type,scaling_min_val,seed,seqlen,svd_quant,svd_quant_iters,svd_quant_rank,weight_bit_width,weight_equalization,weight_group_dim,weight_group_size,weight_narrow_range,weight_param_method,weight_quant_format,weight_quant_granularity,weight_quant_rescaling_init,weight_quant_type,weight_scale_precision,elapsed_time,status,retry_number,brevitas_version,torch_version,float_ppl,quant_ppl,arc:_average:0_acc_stderr,all_acc,winogrande:0_acc_stderr,arc:_average:0_acc,arc:easy:0_acc,hellaswag_lm_eval:0_acc,winogrande:0_acc,all_acc_stderr,arc:challenge:0_acc_stderr,arc:challenge:0_acc,hellaswag_lm_eval:0_acc_stderr,arc:easy:0_acc_stderr
abdb009c226c73b5fd63d99501a13c06,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,0.001,False,False,10,False,0.01,100,meta-llama/Llama-3.2-1B,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,layerwise,32,[],had,True,False,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,1169.1032738685608,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,8.943058967590332,13.352484703063965,0.011627326616948729,0.45873290363686503,0.013990366632148088,0.4373032084209559,0.5913299663299664,0.4133638717386975,0.5469613259668509,0.010539831416155311,0.013167478735134575,0.2832764505119454,0.004914305798575698,0.010087174498762883
2950de4dfdf4e6c84e01cf193a880bd8,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,0.007,False,False,10,False,0.01,100,meta-llama/Llama-3.2-1B,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,layerwise,32,[],had,True,False,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,1089.7238910198212,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,8.943058967590332,13.320433616638184,0.011677552466643117,0.4603578139178788,0.01397945938914085,0.43987442686248146,0.5896464646464646,0.4107747460665206,0.5509076558800315,0.010561063549692282,0.013261573677520776,0.2901023890784983,0.004909689876342044,0.010093531255765458
4bdd0ccf24b0c2901a5933af840d5356,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,0.002,False,False,10,False,0.01,200,meta-llama/Llama-3.2-1B-Instruct,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,layerwise,32,[],had,True,False,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,1620.8353598117828,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,12.016705513000488,16.73265266418457,0.011631229300395212,0.47045137654241376,0.013949649776015679,0.4556744923639122,0.6186868686868687,0.4100776737701653,0.5603788476716653,0.010530132880992032,0.01329591610361941,0.29266211604095566,0.004908423147162028,0.009966542497171016
af669b5776d024c2360c56043c94b690,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,0.005,False,False,10,False,0.01,200,meta-llama/Llama-3.2-1B-Instruct,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,layerwise,32,[],had,True,False,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,1594.400263786316,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,12.016705513000488,16.725831985473633,0.011713768739468004,0.4715959105993244,0.013941393310695924,0.45742694292182345,0.6119528619528619,0.4087831109340769,0.5627466456195738,0.010568743600661332,0.013428241573185349,0.302901023890785,0.004906043613013392,0.00999929590575066
395cfb006b2c3d56fd45eb598dcd125b,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,0.001,False,False,10,False,0.01,200,meta-llama/Llama-3.2-1B,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,layerwise,32,[],had,True,False,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,1600.6069576740265,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,8.943058967590332,13.352484703063965,0.011622116018356502,0.45888369351022607,0.013986110301017755,0.43666614955010863,0.5909090909090909,0.41366261700856405,0.5485398579321231,0.010536292930678558,0.01315545688409722,0.28242320819112626,0.004914829384983474,0.010088775152615786
a1def9980237711f1129f65a473fe3aa,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,0.005,False,False,10,False,0.01,100,meta-llama/Llama-3.2-1B,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,layerwise,32,[],had,True,False,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,1073.0155863761902,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,8.943058967590332,13.352484703063965,0.01161970356206922,0.45838518865409095,0.01399448102706599,0.43729746268142167,0.5921717171717171,0.4135630352519418,0.5453827940015785,0.01053713580363348,0.01315545688409722,0.28242320819112626,0.004914655063329495,0.010083950240041217
161dd9b7c7a2a4a5c1c45d500b6b23de,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,0.02,False,False,10,False,0.01,200,meta-llama/Llama-3.2-1B,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,layerwise,32,[],had,True,False,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,1473.9050617218018,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,8.943058967590332,10.882305145263672,0.011715102981469185,0.481671893303659,0.013911537499969168,0.45869531492398385,0.6136363636363636,0.4386576379207329,0.5706393054459353,0.010573457636509109,0.013438909184778748,0.3037542662116041,0.004952087083128898,0.009991296778159622
110ff0b3c8b39c65379d3645a086e46c,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,0.001,False,False,10,False,0.01,100,meta-llama/Llama-3.2-1B-Instruct,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,layerwise,32,[],had,True,False,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,1143.451741695404,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,12.016705513000488,16.73265266418457,0.011654782468542966,0.47070518526007377,0.013954975072834741,0.4571705392951127,0.6182659932659933,0.40967934674367656,0.5588003157063931,0.01054305868446409,0.013340916085246264,0.2960750853242321,0.004907694727935691,0.009968648851839667
07fc6be415b0021090465864688b1e10,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,0.05,False,False,10,False,0.01,200,meta-llama/Llama-3.2-1B,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,layerwise,32,[],had,True,False,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,1502.3697035312653,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,8.943058967590332,10.11396312713623,0.011804163674248223,0.48791104767075366,0.013965196769083555,0.4750369163765068,0.6258417508417509,0.44592710615415254,0.5556432517758485,0.010633510171966227,0.013678810399518819,0.3242320819112628,0.004960516570284905,0.009929516948977625
103de053c01bda9a470c80ead51a50dd,False,,0.5,,,,qkvs,,,,,,False,False,False,,1,,False,True,,False,,scale,wikitext2,validation,True,False,auto,auto,True,1,,,lighteval,,32,"['arc:challenge|0', 'winogrande|0', 'arc:easy|0', 'hellaswag_lm_eval|0']",True,True,False,False,False,,cpu,,,False,8,==SUPPRESS==,4,32,False,stats,float_ocp_e2m1,per_group,sym,po2_scale,dynamic,,False,200,0.005,False,0.01,0.9,0.05,False,False,10,False,0.01,200,meta-llama/Llama-3.2-1B-Instruct,False,128,1600,False,float32,1,,False,1e-06,,False,False,False,True,layerwise,32,[],had,True,False,,0.0001,0,2048,False,1,32,8,False,,32,False,stats,float_ocp_e2m1,per_group,,sym,po2_scale,1567.4005270004272,successful,1,0.12.2.dev109+gf730912f8,2.9.1+rocm7.2.0.git7e1940d4,12.016705513000488,11.843676567077637,0.011768674554855904,0.4946725772157023,0.013923911578623828,0.4872710322795647,0.6460437710437711,0.4366660027882892,0.5674822415153907,0.010602712564003632,0.013724978465537382,0.32849829351535836,0.0049495895676788925,0.009812370644174426
